Generation,Mean_Fit,Master_Fit,Max_Fit,Flips,Flip_Rate,Threshold,Time
1765,-362.9,-326.1,-13.0,99,5.94,19.9,6.33
1766,-362.2,-242.2,-157.9,81,4.86,19.9,4.20
1767,-358.2,-674.4,-9.9,86,5.16,19.9,4.43
1768,-370.8,-303.2,-64.1,75,4.50,19.8,6.73
1769,-369.3,-259.7,-25.9,82,4.92,19.8,7.33
1770,-378.9,-293.7,-22.8,93,5.58,19.9,5.75
1771,-372.2,-271.6,-89.6,88,5.28,20.0,5.35
1772,-369.2,-412.6,-53.3,72,4.32,19.9,3.84
1773,-365.8,-347.2,-57.0,78,4.68,19.8,6.28
1774,-369.2,-494.3,-29.1,95,5.70,19.9,6.62
1775,-374.9,-626.0,-76.0,91,5.46,20.0,3.88
1776,-370.1,-282.2,-58.6,90,5.40,20.1,4.34
1777,-363.9,-221.9,-84.6,65,3.90,19.9,3.69
1778,-372.3,-398.1,-13.4,75,4.50,19.8,4.99
1779,-371.0,-654.1,-50.4,79,4.74,19.7,4.59
1780,-367.6,-200.3,-46.8,86,5.16,19.8,4.34
1781,-382.2,-236.2,-73.7,83,4.98,19.8,4.23
1782,-369.9,-223.7,-52.4,87,5.22,19.8,4.45
1783,-379.0,-214.2,-54.3,80,4.80,19.8,5.73
1784,-399.9,-217.0,-145.0,82,4.92,19.7,4.58
1785,-390.5,-213.6,-55.1,87,5.22,19.8,7.97
1786,-382.9,-585.6,-7.5,79,4.74,19.7,4.22
1787,-385.6,-272.0,-80.3,85,5.10,19.8,3.79
1788,-379.0,-261.3,-45.0,71,4.26,19.6,5.38
1789,-393.9,-426.9,-53.8,71,4.26,19.5,4.77
1790,-380.6,-193.0,-75.2,70,4.20,19.3,3.91
1791,-358.5,-276.5,-5.4,91,5.46,19.4,5.68
1792,-376.5,-233.1,21.1,78,4.68,19.3,6.28
1793,-374.5,-686.2,-10.0,73,4.38,19.2,7.92
1794,-365.7,-605.7,-9.3,108,6.47,19.5,3.95
1795,-365.1,-644.0,-13.9,85,5.10,19.5,5.30
1796,-375.0,-415.5,-68.9,75,4.50,19.4,4.07
1797,-371.6,-551.8,-141.6,73,4.38,19.3,6.44
1798,-382.7,-195.4,-16.7,93,5.58,19.4,5.59
1799,-372.4,-379.5,-60.0,85,5.10,19.4,3.99
1800,-363.1,-332.6,-69.9,75,4.50,19.3,4.31
1801,-361.1,-231.2,-33.2,76,4.56,19.2,5.45
1802,-366.1,-420.5,-44.2,84,5.04,19.2,4.73
1803,-371.0,-240.3,-43.6,94,5.64,19.4,4.19
1804,-383.4,-312.1,-14.9,91,5.46,19.5,5.63
1805,-368.7,-426.9,-95.6,65,3.90,19.2,9.51
1806,-365.5,-330.0,-28.0,104,6.24,19.5,6.71
1807,-363.4,-243.1,-47.5,82,4.92,19.5,3.74
1808,-377.1,-642.2,-66.4,84,5.04,19.5,4.06
1809,-361.4,-271.0,-54.5,82,4.92,19.5,5.78
1810,-367.7,-180.8,-131.2,104,6.24,19.7,4.61
1811,-374.6,-308.1,-17.4,75,4.50,19.6,4.40
1812,-360.5,-523.8,-85.1,80,4.80,19.6,6.11
1813,-373.5,-394.3,-146.8,84,5.04,19.6,3.94
1814,-362.8,-217.2,-20.6,85,5.10,19.6,3.61
1815,-360.8,-250.4,-25.8,104,6.24,19.8,3.80
1816,-353.8,-247.4,-26.5,78,4.68,19.8,4.03
1817,-382.4,-256.4,-6.6,94,5.64,19.9,9.32
1818,-359.5,-640.3,-27.4,63,3.78,19.6,4.07
1819,-362.9,-308.2,-54.6,76,4.56,19.6,4.07
1820,-364.1,-239.8,-45.8,94,5.64,19.7,3.91
1821,-357.6,-287.1,-44.4,79,4.74,19.6,5.27
1822,-380.7,-319.0,-28.1,90,5.40,19.7,3.86
1823,-374.4,-214.1,-35.7,85,5.10,19.7,6.21
1824,-372.3,-330.4,-71.7,98,5.88,19.9,4.16
1825,-369.3,-448.3,-65.6,76,4.56,19.8,4.07
1826,-378.3,-212.3,-74.3,77,4.62,19.7,9.68
1827,-383.7,-296.7,-16.0,81,4.86,19.7,3.99
1828,-362.9,-737.6,-44.8,95,5.70,19.8,6.24
1829,-374.0,-226.8,-66.6,69,4.14,19.7,4.68
1830,-374.5,-268.6,-15.3,96,5.76,19.8,9.40
1831,-369.4,-299.0,-58.9,87,5.22,19.9,6.64
1832,-369.9,-199.2,-65.2,96,5.76,20.0,3.87
1833,-368.2,-289.5,-20.0,83,4.98,20.0,3.64
1834,-370.8,-579.9,-60.6,103,6.18,20.2,6.04
1835,-366.5,-622.0,-33.1,75,4.50,20.1,3.68
1836,-478.7,-215.0,-22.8,81,4.86,20.1,4.43
1837,-473.0,-530.3,-56.1,78,4.68,20.0,4.93
1838,-367.2,-258.8,-25.9,86,5.16,20.1,3.77
1839,-363.9,-242.3,-50.5,75,4.50,20.0,3.85
1840,-371.8,-204.8,-42.4,80,4.80,19.9,4.25
1841,-353.9,-413.8,-43.1,93,5.58,20.0,3.93
1842,-366.7,-198.2,-61.3,61,3.66,19.8,3.85
1843,-362.2,-428.5,-59.5,84,5.04,19.8,9.39
1844,-375.0,-218.4,-83.4,88,5.28,19.8,4.05
1845,-359.2,-237.1,-22.8,71,4.26,19.7,4.96
1846,-367.5,-230.5,-97.1,91,5.46,19.8,4.16
1847,-364.6,-308.0,-48.6,79,4.74,19.7,4.74
1848,-370.5,-444.2,-17.9,82,4.92,19.7,9.21
1849,-361.7,-189.3,-30.4,90,5.40,19.8,4.14
1850,-364.4,-394.2,-25.1,102,6.12,20.0,3.79
1851,-362.2,-204.3,-8.8,79,4.74,20.0,4.04
1852,-387.3,-218.9,-38.4,93,5.58,20.1,4.22
1853,-381.8,-456.2,-29.5,84,5.04,20.1,5.49
1854,-384.8,-483.6,-132.4,81,4.86,20.1,3.92
1855,-345.7,-648.4,-52.2,77,4.62,20.0,3.92
1856,-363.8,-193.8,-36.6,92,5.52,20.1,4.67
1857,-381.2,-721.6,-64.0,76,4.56,20.0,6.63
1858,-375.5,-241.2,-75.5,72,4.32,19.9,5.79
1859,-368.5,-446.0,-22.9,77,4.62,19.8,3.82
1860,-387.4,-220.6,-25.2,91,5.46,19.9,5.58
1861,-377.2,-223.5,-22.1,83,4.98,19.9,4.47
1862,-367.4,-643.5,-14.9,66,3.96,19.7,3.76
1863,-366.7,-234.6,3.8,87,5.22,19.7,3.94
1864,-371.3,-243.6,-50.1,91,5.46,19.8,4.49
1865,-386.7,-273.3,-29.0,91,5.46,19.9,6.06
1866,-381.8,-262.5,-87.3,69,4.14,19.7,4.00
1867,-370.7,-263.9,-26.4,79,4.74,19.7,5.03
1868,-353.5,-284.8,-17.5,110,6.59,20.0,3.85
1869,-374.3,-424.2,-92.5,67,4.02,19.8,4.49
1870,-358.5,-422.4,-55.2,84,5.04,19.8,3.97
1871,-356.7,-209.6,-21.5,81,4.86,19.7,4.61
1872,-361.1,-237.1,-26.4,90,5.40,19.8,4.27
1873,-372.1,-271.1,0.4,74,4.44,19.7,4.02
1874,-361.1,-261.0,-28.2,72,4.32,19.6,4.17
1875,-376.2,-683.3,-25.1,79,4.74,19.5,8.36
1876,-373.9,-286.2,-56.2,95,5.70,19.7,4.00
1877,-355.5,-258.3,-63.0,69,4.14,19.5,4.32
1878,-382.1,-193.5,-50.9,80,4.80,19.5,4.05
1879,-352.3,-546.5,-56.0,82,4.92,19.4,3.95
1880,-388.2,-251.8,-63.2,83,4.98,19.4,7.15
1881,-370.7,-229.5,-33.9,71,4.26,19.3,6.08
1882,-356.0,-204.2,-20.6,107,6.41,19.6,4.54
1883,-375.8,-217.4,-85.2,71,4.26,19.4,4.79
1884,-359.9,-215.2,-16.7,88,5.28,19.5,4.14
1885,-376.6,-208.2,-35.0,81,4.86,19.4,4.55
1886,-368.0,-215.8,-32.6,86,5.16,19.5,4.04
1887,-358.3,-211.7,-16.7,95,5.70,19.6,5.21
1888,-368.0,-187.9,-55.0,84,5.04,19.6,4.29
1889,-352.2,-408.5,-18.4,89,5.34,19.7,3.94
1890,-369.1,-260.8,-49.9,80,4.80,19.6,6.16
1891,-367.9,-184.5,-74.2,84,5.04,19.6,6.25
1892,-377.2,-253.6,-45.2,73,4.38,19.5,3.89
1893,-361.3,-853.1,-79.8,89,5.34,19.6,3.88
1894,-366.7,-422.3,-85.4,87,5.22,19.6,5.79
1895,-340.1,-193.0,-74.7,100,6.00,19.8,3.89
1896,-381.0,-198.3,-24.2,73,4.38,19.7,3.69
1897,-386.6,-221.7,-147.5,82,4.92,19.7,4.90
1898,-393.0,-409.9,-63.1,86,5.16,19.7,4.67
1899,-381.7,-253.6,-114.6,90,5.40,19.8,10.40
1900,-382.7,-631.4,-52.6,78,4.68,19.7,6.04
1901,-373.8,-232.1,14.7,74,4.44,19.6,4.08
1902,-393.8,-743.0,-24.6,96,5.76,19.8,5.18
1903,-348.0,-354.1,12.8,82,4.92,19.8,3.67
1904,-370.1,-269.8,13.7,85,5.10,19.8,6.91
1905,-366.3,-319.4,-113.2,80,4.80,19.7,4.72
1906,-360.4,-588.5,-35.2,80,4.80,19.7,5.36
1907,-365.0,-260.9,-24.3,89,5.34,19.8,4.25
1908,-360.4,-191.4,-121.0,87,5.22,19.8,6.75
1909,-358.5,-220.1,-67.5,78,4.68,19.7,3.96
1910,-364.4,-255.1,-172.9,91,5.46,19.8,3.76
1911,-370.2,-221.4,-23.0,58,3.48,19.5,5.93
1912,-374.7,-505.3,-64.0,81,4.86,19.5,5.39
1913,-389.9,-495.0,-19.7,88,5.28,19.6,6.40
1914,-382.1,-407.3,-28.6,106,6.35,19.8,9.55
1915,-371.7,-217.1,-10.9,78,4.68,19.8,5.56
1916,-369.0,-200.7,-32.5,85,5.10,19.8,6.46
1917,-385.0,-503.3,-137.3,90,5.40,19.8,4.97
1918,-370.0,-383.1,-21.1,73,4.38,19.7,3.71
1919,-358.8,-230.2,-30.1,84,5.04,19.7,7.17
1920,-365.6,-220.5,-39.1,79,4.74,19.7,3.99
1921,-359.8,-278.0,-24.8,96,5.76,19.8,7.13
1922,-372.3,-180.3,-133.1,82,4.92,19.8,6.07
1923,-360.8,-610.3,-26.7,81,4.86,19.8,3.99
1924,-368.2,-440.4,-14.4,96,5.76,19.9,5.46
1925,-359.7,-277.4,-37.7,69,4.14,19.8,6.24
1926,-366.8,-207.5,-90.1,93,5.58,19.9,3.94
1927,-360.8,-496.6,-58.8,75,4.50,19.8,3.92
1928,-375.4,-251.4,-77.5,86,5.16,19.8,6.46
1929,-378.1,-449.0,-23.5,73,4.38,19.7,4.25
1930,-361.9,-562.6,-55.4,82,4.92,19.7,5.44
1931,-376.6,-457.2,-12.1,77,4.62,19.6,4.08
1932,-368.9,-397.6,-40.4,83,4.98,19.6,4.17
1933,-373.4,-259.1,-1.6,81,4.86,19.6,8.10
1934,-360.6,-291.9,-16.0,80,4.80,19.5,6.69
1935,-361.5,-316.7,-3.8,83,4.98,19.5,4.41
1936,-368.1,-393.2,-54.6,90,5.40,19.6,4.39
1937,-386.9,-551.0,-69.1,84,5.04,19.6,9.43
1938,-356.5,-484.3,-118.8,97,5.82,19.8,5.60
1939,-359.7,-231.9,21.1,84,5.04,19.8,3.69
1940,-372.8,-317.8,-26.5,79,4.74,19.7,5.71
1941,-357.4,-223.1,-16.8,83,4.98,19.7,4.66
1942,-379.2,-246.7,-51.9,97,5.82,19.9,5.95
1943,-360.8,-201.9,-73.2,84,5.04,19.9,4.40
1944,-353.8,-210.5,-48.9,106,6.35,20.1,5.09
1945,-349.2,-382.3,-73.7,70,4.20,20.0,5.13
1946,-373.1,-227.7,-29.9,85,5.10,20.0,5.80
1947,-374.8,-223.7,-37.4,106,6.35,20.3,4.72
1948,-341.7,-263.7,-107.5,68,4.08,20.1,3.80
1949,-369.0,-442.7,-47.5,77,4.62,20.0,3.95
1950,-364.1,-219.2,-16.7,77,4.62,19.9,3.89
1951,-373.6,-222.0,-30.7,94,5.64,20.1,4.27
1952,-369.4,-493.9,-36.2,84,5.04,20.1,4.13
1953,-366.0,-383.8,-49.0,75,4.50,20.0,8.98
1954,-390.3,-683.4,-40.0,88,5.28,20.0,9.51
1955,-371.3,-240.3,-24.3,87,5.22,20.1,4.12
1956,-381.8,-566.9,-58.2,69,4.14,19.9,4.81
1957,-369.7,-589.0,-28.4,93,5.58,20.0,6.52
1958,-366.3,-506.0,-17.8,91,5.46,20.1,3.73
1959,-376.7,-677.4,-46.4,90,5.40,20.2,4.13
1960,-365.0,-416.7,-149.2,73,4.38,20.0,4.43
1961,-377.2,-385.7,-40.9,82,4.92,20.0,6.63
1962,-363.3,-424.3,-20.5,78,4.68,20.0,5.64
1963,-362.8,-211.0,-70.2,81,4.86,19.9,5.09
1964,-353.3,-220.7,-77.7,74,4.44,19.8,4.10
1965,-393.8,-208.4,-70.5,87,5.22,19.9,5.00
1966,-360.3,-484.7,-87.1,75,4.50,19.8,7.06
1967,-343.5,-284.3,-151.5,72,4.32,19.6,5.09
1968,-374.9,-545.3,-24.5,87,5.22,19.7,5.61
1969,-374.1,-559.7,-63.9,90,5.40,19.8,5.12
1970,-365.1,-747.2,-40.1,97,5.82,19.9,4.65
1971,-369.8,-242.8,-61.3,70,4.20,19.8,4.36
1972,-361.5,-258.3,-60.1,88,5.28,19.8,4.28
1973,-386.7,-238.1,-50.1,74,4.44,19.7,4.69
1974,-365.9,-239.3,-62.1,85,5.10,19.7,3.89
1975,-347.5,-219.2,-54.1,78,4.68,19.7,4.03
1976,-377.2,-595.4,-27.5,91,5.46,19.7,3.79
1977,-368.1,-203.6,-31.8,75,4.50,19.6,6.95
1978,-383.5,-344.2,-17.8,84,5.04,19.6,4.07
1979,-358.2,-268.9,-80.0,74,4.44,19.5,3.94
1980,-369.6,-255.0,-165.9,89,5.34,19.6,4.10
1981,-373.8,-491.0,-140.3,75,4.50,19.5,4.48
1982,-372.3,-289.8,-60.2,87,5.22,19.5,6.00
1983,-365.9,-197.0,-34.4,79,4.74,19.5,5.47
1984,-364.0,-642.8,-82.4,92,5.52,19.6,7.60
1985,-377.6,-218.8,-72.0,105,6.29,19.9,5.95
1986,-376.5,-684.0,-26.7,63,3.78,19.6,3.74
1987,-380.0,-263.9,-60.6,78,4.68,19.5,5.07
1988,-369.8,-223.3,-140.1,97,5.82,19.7,4.37
1989,-352.3,-231.2,-39.9,80,4.80,19.7,4.61
1990,-372.6,-246.9,-24.4,77,4.62,19.6,4.51
1991,-370.3,-235.9,-30.8,83,4.98,19.6,4.05
1992,-354.0,-205.5,-37.4,84,5.04,19.6,4.57
1993,-368.6,-195.8,-59.9,95,5.70,19.7,5.32
1994,-362.3,-215.5,-51.4,98,5.88,19.9,4.30
1995,-362.4,-211.2,-33.7,98,5.88,20.1,4.59
1996,-361.7,-490.8,-14.0,91,5.46,20.2,4.52
1997,-378.0,-454.2,-20.2,71,4.26,20.0,6.51
1998,-380.1,-425.7,-24.1,84,5.04,20.0,5.20
1999,-360.3,-506.4,-86.8,94,5.64,20.1,4.06
