Generation,Mean_Fit,Master_Fit,Max_Fit,Flips,Flip_Rate,Threshold,Time
890,-426.3,-378.0,-113.8,81,4.86,19.9,4.32
891,-437.1,-371.9,-103.2,73,4.38,19.7,5.20
892,-445.9,-351.1,-118.1,89,5.34,19.8,7.47
893,-449.0,-402.8,-118.4,68,4.08,19.6,8.25
894,-479.4,-484.1,-24.4,110,6.59,19.9,7.14
895,-475.8,-445.9,-105.5,73,4.38,19.8,6.60
896,-467.3,-289.3,-83.1,71,4.26,19.7,4.47
897,-477.1,-475.3,-69.5,82,4.92,19.6,5.16
898,-465.5,-333.3,-51.9,93,5.58,19.8,9.45
899,-487.8,-683.5,-129.8,86,5.16,19.8,5.01
900,-508.3,-328.5,-149.0,83,4.98,19.8,3.92
901,-516.6,-569.0,-51.1,76,4.56,19.7,7.76
902,-505.8,-636.8,-64.3,83,4.98,19.7,4.73
903,-499.0,-424.9,-145.3,64,3.84,19.5,5.61
904,-497.1,-455.8,-158.7,81,4.86,19.4,4.07
905,-484.3,-237.8,-79.7,91,5.46,19.5,5.84
906,-499.4,-619.9,-69.8,84,5.04,19.5,7.58
907,-507.7,-177.0,-125.5,82,4.92,19.5,5.53
908,-510.4,-781.9,-118.8,73,4.38,19.4,9.42
909,-506.8,-327.5,-119.4,91,5.46,19.5,5.13
910,-541.9,-405.1,-100.4,98,5.88,19.7,9.35
911,-530.3,-253.7,-72.1,90,5.40,19.7,4.67
912,-514.1,-766.0,-148.1,74,4.44,19.6,4.41
913,-555.1,-1275.9,-70.7,90,5.40,19.7,5.15
914,-546.2,-436.1,-52.3,79,4.74,19.6,5.92
915,-544.3,-585.1,-69.6,82,4.92,19.6,4.58
916,-543.7,-298.1,-122.9,78,4.68,19.6,5.86
917,-537.5,-518.8,-78.3,76,4.56,19.5,4.30
918,-521.9,-279.0,-68.3,94,5.64,19.6,9.45
919,-508.8,-606.6,-88.3,80,4.80,19.6,6.94
920,-530.9,-392.5,-61.4,71,4.26,19.4,9.53
921,-469.0,-579.7,-173.4,77,4.62,19.3,4.79
922,-461.0,-210.7,-98.1,98,5.88,19.5,10.31
923,-443.3,-626.6,-89.8,79,4.74,19.5,7.96
924,-439.0,-552.7,-103.5,78,4.68,19.4,7.56
925,-398.3,-794.1,-45.4,95,5.70,19.5,3.95
926,-390.4,-298.2,-109.5,105,6.29,19.8,5.86
927,-384.5,-246.3,-125.5,73,4.38,19.7,5.80
928,-353.8,-251.4,-115.8,69,4.14,19.5,4.44
929,-380.3,-459.9,-110.1,98,5.88,19.7,8.00
930,-363.9,-682.8,-152.9,69,4.14,19.5,5.09
931,-368.7,-297.4,-53.7,75,4.50,19.4,4.07
932,-363.8,-260.2,-151.6,93,5.58,19.5,4.13
933,-394.1,-270.1,-130.4,80,4.80,19.5,4.23
934,-412.6,-347.6,-51.4,86,5.16,19.5,4.35
935,-410.9,-265.2,-65.3,93,5.58,19.6,4.68
936,-424.0,-293.1,-162.1,93,5.58,19.7,7.03
937,-442.6,-347.1,-38.1,91,5.46,19.8,9.35
938,-445.5,-445.6,-121.6,85,5.10,19.8,10.39
939,-491.5,-618.7,-122.2,94,5.64,20.0,4.52
940,-496.5,-240.8,-116.6,81,4.86,19.9,4.32
941,-487.1,-339.3,-163.2,71,4.26,19.8,4.13
942,-507.3,-298.6,-128.2,106,6.35,20.0,4.64
943,-514.1,-254.5,-165.4,95,5.70,20.2,5.60
944,-535.5,-226.4,-187.6,83,4.98,20.2,9.50
945,-541.4,-330.1,-78.6,80,4.80,20.1,6.79
946,-543.0,-543.8,-27.8,65,3.90,19.9,7.44
947,-548.7,-503.3,-41.9,85,5.10,19.9,10.16
948,-556.7,-841.9,-133.2,82,4.92,19.9,9.41
949,-565.0,-508.7,-79.4,85,5.10,19.9,4.43
950,-549.9,-402.9,-57.1,74,4.44,19.8,4.94
951,-541.9,-563.9,-123.5,78,4.68,19.8,5.67
952,-526.3,-217.2,-95.0,91,5.46,19.9,4.80
953,-524.5,-311.4,-76.2,81,4.86,19.8,4.38
954,-489.8,-382.3,-71.0,87,5.22,19.9,4.40
955,-520.7,-251.2,-146.9,77,4.62,19.8,5.31
956,-499.2,-746.7,-111.7,80,4.80,19.8,4.17
957,-507.5,-839.6,-129.7,97,5.82,19.9,4.50
958,-522.3,-368.6,-65.6,75,4.50,19.8,5.63
959,-506.4,-634.6,-196.9,85,5.10,19.8,10.31
960,-508.9,-618.8,-163.1,100,6.00,20.0,4.58
961,-511.9,-406.1,-165.5,61,3.66,19.8,5.59
962,-522.3,-896.0,-150.9,90,5.40,19.8,6.31
963,-539.6,-452.3,-92.5,91,5.46,19.9,4.43
964,-542.0,-268.3,-155.8,78,4.68,19.9,5.60
965,-540.6,-290.6,-178.4,93,5.58,20.0,4.62
966,-545.3,-546.0,-143.7,94,5.64,20.1,5.64
967,-524.6,-483.4,-65.5,84,5.04,20.1,5.61
968,-526.8,-474.5,-95.5,90,5.40,20.2,8.16
969,-516.4,-505.2,-25.6,77,4.62,20.1,5.48
970,-516.9,-527.0,-110.3,79,4.74,20.1,4.29
971,-487.0,-698.6,-94.6,78,4.68,20.0,5.79
972,-494.7,-734.6,-88.6,84,5.04,20.0,6.18
973,-510.9,-564.3,-113.5,78,4.68,19.9,9.16
974,-542.5,-807.5,-84.3,90,5.40,20.0,9.28
975,-519.0,-437.8,-131.0,77,4.62,19.9,9.48
976,-538.3,-222.5,-166.7,89,5.34,20.0,9.43
977,-532.8,-842.0,-55.9,76,4.56,19.9,9.55
978,-533.0,-657.5,-139.0,80,4.80,19.9,9.39
979,-547.9,-323.5,-143.2,59,3.54,19.6,5.33
980,-530.4,-236.1,-54.0,93,5.58,19.7,6.88
981,-553.2,-532.5,-182.2,94,5.64,19.8,5.40
982,-543.9,-530.2,-106.4,94,5.64,20.0,10.34
983,-529.6,-337.8,-105.4,70,4.20,19.8,4.34
984,-539.6,-280.5,-185.4,85,5.10,19.8,4.51
985,-537.9,-420.7,-125.4,99,5.94,20.0,9.59
986,-471.3,-325.4,-141.8,87,5.22,20.0,7.65
987,-475.5,-871.2,-102.2,62,3.72,19.8,4.19
988,-471.4,-426.9,-96.2,90,5.40,19.9,5.54
989,-440.0,-359.2,-108.3,73,4.38,19.7,9.44
990,-411.9,-355.4,-81.9,90,5.40,19.8,6.06
991,-391.8,-337.0,-108.9,74,4.44,19.7,9.53
992,-375.2,-353.7,-118.0,85,5.10,19.7,7.29
993,-384.9,-223.3,-129.9,62,3.72,19.5,9.39
994,-363.7,-178.4,-98.9,86,5.16,19.5,10.23
995,-361.0,-489.5,-133.4,95,5.70,19.6,5.26
996,-359.8,-270.5,-120.2,96,5.76,19.8,5.45
997,-392.4,-581.2,-152.2,79,4.74,19.7,6.11
998,-387.0,-299.0,-98.0,80,4.80,19.7,5.16
999,-405.8,-258.9,-17.2,77,4.62,19.6,3.97
1000,-385.9,-570.8,-53.3,76,4.56,19.5,5.57
1001,-417.0,-185.0,-26.4,80,4.80,19.5,7.44
1002,-387.4,-252.1,-11.5,86,5.16,19.5,5.41
1003,-411.1,-543.7,-3.2,73,4.38,19.4,9.45
1004,-410.8,-260.3,-40.6,82,4.92,19.4,10.31
1005,-403.1,-528.8,-44.4,92,5.52,19.5,5.68
1006,-401.2,-203.5,-64.1,88,5.28,19.5,7.01
1007,-418.3,-179.1,-21.8,93,5.58,19.6,8.93
1008,-404.2,-239.0,-147.6,92,5.52,19.7,5.45
1009,-397.4,-209.7,-28.6,85,5.10,19.8,8.83
1010,-395.1,-314.8,-72.0,80,4.80,19.7,7.89
1011,-408.4,-274.7,-24.2,72,4.32,19.6,6.07
1012,-399.1,-286.1,-29.5,82,4.92,19.6,4.45
1013,-377.2,-400.9,-45.0,72,4.32,19.4,9.29
1014,-403.1,-586.2,-123.1,82,4.92,19.4,4.95
1015,-388.8,-270.5,-17.4,80,4.80,19.4,5.48
1016,-398.1,-283.9,-54.4,81,4.86,19.4,8.65
1017,-393.1,-499.7,-110.1,100,6.00,19.6,4.94
1018,-398.7,-318.6,-14.2,92,5.52,19.7,5.28
1019,-415.6,-588.9,-33.5,77,4.62,19.6,7.49
1020,-380.7,-303.1,-40.6,83,4.98,19.6,4.53
1021,-396.2,-350.0,-44.3,73,4.38,19.4,4.65
1022,-399.2,-270.0,-25.3,95,5.70,19.6,4.03
1023,-381.6,-276.3,-43.4,87,5.22,19.6,9.47
1024,-419.9,-762.0,-60.6,79,4.74,19.6,4.53
1025,-426.7,-257.1,-51.4,79,4.74,19.5,9.68
1026,-382.6,-300.4,-8.3,77,4.62,19.4,4.81
1027,-390.2,-219.4,-57.5,85,5.10,19.5,5.20
1028,-382.6,-576.6,-22.0,83,4.98,19.5,4.15
1029,-389.2,-296.2,-50.0,94,5.64,19.6,4.41
1030,-395.4,-221.6,-115.6,84,5.04,19.6,4.39
1031,-388.8,-324.9,-22.2,103,6.18,19.8,5.44
1032,-389.8,-146.1,-127.9,87,5.22,19.9,6.68
1033,-379.4,-298.4,-20.3,83,4.98,19.9,6.78
1034,-405.8,-527.7,-142.1,68,4.08,19.7,4.36
1035,-382.3,-526.7,-60.5,88,5.28,19.7,5.68
1036,-400.4,-341.9,-34.2,74,4.44,19.6,4.56
1037,-390.7,-275.3,-13.4,85,5.10,19.6,4.88
1038,-393.6,-520.6,-62.0,75,4.50,19.5,7.80
1039,-390.0,-287.0,-72.9,87,5.22,19.6,4.86
1040,-380.7,-320.3,-17.6,86,5.16,19.6,7.19
1041,-393.4,-311.5,-48.6,88,5.28,19.7,4.17
1042,-398.2,-524.4,-24.5,80,4.80,19.6,6.66
1043,-407.2,-280.8,-62.3,88,5.28,19.7,4.70
1044,-396.3,-208.3,-48.8,87,5.22,19.7,9.57
1045,-403.1,-485.8,-47.7,84,5.04,19.7,5.41
1046,-399.0,-465.6,-62.2,78,4.68,19.7,9.71
1047,-400.7,-310.2,-82.1,89,5.34,19.7,6.65
1048,-392.1,-578.6,-61.3,83,4.98,19.7,6.08
1049,-383.1,-312.3,-19.1,91,5.46,19.8,7.68
1050,-386.4,-177.8,-65.9,77,4.62,19.7,4.03
1051,-394.6,-366.8,-49.2,61,3.66,19.5,4.22
1052,-397.5,-330.0,-38.8,91,5.46,19.6,4.33
1053,-409.9,-287.1,-20.4,75,4.50,19.5,9.21
1054,-391.3,-360.0,-24.9,97,5.82,19.6,6.28
1055,-385.0,-194.6,-45.6,75,4.50,19.5,5.36
1056,-389.2,-177.6,-35.4,83,4.98,19.5,5.77
1057,-382.2,-546.1,-18.3,72,4.32,19.4,5.33
1058,-387.8,-265.1,-35.8,82,4.92,19.4,7.24
1059,-386.8,-528.7,-43.0,92,5.52,19.5,8.21
1060,-384.8,-246.9,-24.8,78,4.68,19.4,4.80
1061,-412.4,-325.4,-5.1,80,4.80,19.4,6.17
1062,-388.6,-364.5,-142.8,90,5.40,19.4,4.21
1063,-393.2,-571.9,-51.3,81,4.86,19.4,3.99
1064,-400.6,-497.6,-87.3,78,4.68,19.4,7.93
1065,-391.0,-251.9,-11.1,81,4.86,19.3,6.93
1066,-383.8,-318.3,-70.5,89,5.34,19.4,3.97
1067,-381.2,-212.8,-25.1,83,4.98,19.4,5.07
1068,-375.9,-546.7,-39.7,90,5.40,19.5,6.34
1069,-393.7,-319.4,-129.7,99,5.94,19.6,8.88
1070,-391.4,-215.4,-31.1,89,5.34,19.7,5.20
1071,-392.8,-255.6,-153.3,81,4.86,19.7,8.04
1072,-385.4,-301.1,-47.0,71,4.26,19.5,6.84
1073,-401.4,-731.0,-88.5,79,4.74,19.5,4.36
1074,-403.6,-705.0,-36.6,81,4.86,19.5,7.31
1075,-390.3,-216.4,-61.4,95,5.70,19.6,4.37
1076,-391.3,-194.3,-51.7,94,5.64,19.7,6.99
1077,-380.2,-534.5,-25.7,91,5.46,19.8,4.50
1078,-396.9,-327.3,-30.5,82,4.92,19.8,10.32
1079,-397.3,-269.1,-49.6,86,5.16,19.8,5.41
1080,-400.4,-309.6,-58.0,86,5.16,19.9,4.42
1081,-385.4,-282.6,-25.8,77,4.62,19.8,9.31
1082,-393.0,-285.6,-14.0,82,4.92,19.8,4.47
1083,-396.8,-355.9,-134.7,72,4.32,19.6,9.41
1084,-398.5,-269.6,-60.2,92,5.52,19.7,4.62
1085,-395.0,-269.9,-66.0,88,5.28,19.8,5.27
1086,-404.8,-299.3,-21.8,77,4.62,19.7,9.73
1087,-401.8,-477.2,-65.1,96,5.76,19.9,8.70
1088,-387.1,-412.7,-24.8,69,4.14,19.7,8.25
1089,-380.4,-326.4,-37.1,88,5.28,19.7,5.30
1090,-385.5,-316.5,-61.6,79,4.74,19.7,5.08
1091,-399.1,-296.5,-66.0,102,6.12,19.9,4.17
1092,-400.2,-239.3,-140.1,95,5.70,20.0,7.40
1093,-386.3,-677.9,-67.2,66,3.96,19.8,5.53
1094,-391.3,-232.3,-50.1,91,5.46,19.9,9.41
1095,-400.0,-191.0,-28.1,89,5.34,20.0,8.37
1096,-397.5,-327.2,-16.5,104,6.24,20.2,4.67
1097,-394.7,-274.7,-42.3,82,4.92,20.2,4.94
1098,-379.5,-186.1,-7.9,81,4.86,20.2,5.41
1099,-391.7,-252.5,-50.9,75,4.50,20.1,5.38
1100,-387.8,-302.4,-69.3,81,4.86,20.1,6.81
1101,-387.4,-215.1,-18.8,77,4.62,20.0,5.40
1102,-424.9,-458.4,-22.9,94,5.64,20.1,5.89
1103,-394.3,-696.0,-55.8,78,4.68,20.0,6.61
1104,-381.5,-244.7,-38.4,66,3.96,19.8,4.21
1105,-406.7,-278.2,-58.4,77,4.62,19.8,4.05
1106,-400.9,-246.6,-6.0,90,5.40,19.8,9.50
1107,-393.2,-217.3,-57.4,82,4.92,19.8,6.22
1108,-371.8,-305.6,-22.4,74,4.44,19.7,4.48
1109,-391.8,-455.3,-34.9,98,5.88,19.9,6.04
1110,-387.0,-322.6,-41.2,64,3.84,19.7,4.19
1111,-388.4,-216.0,-148.0,83,4.98,19.6,4.93
1112,-374.3,-803.1,-51.5,83,4.98,19.6,5.41
1113,-377.3,-508.6,-16.1,91,5.46,19.7,4.27
1114,-386.1,-273.0,-26.4,76,4.56,19.6,8.84
1115,-391.2,-260.2,-27.0,98,5.88,19.8,4.71
1116,-376.2,-763.7,-25.1,91,5.46,19.9,9.41
1117,-383.3,-291.3,-41.6,88,5.28,20.0,7.31
1118,-394.4,-374.5,-20.7,89,5.34,20.0,6.04
1119,-401.0,-334.2,-34.8,77,4.62,20.0,7.12
1120,-397.4,-190.0,-31.1,69,4.14,19.8,6.09
1121,-407.9,-499.1,-25.1,85,5.10,19.8,7.19
1122,-395.0,-594.8,-54.9,76,4.56,19.7,9.34
1123,-386.9,-259.2,-53.5,88,5.28,19.8,6.61
1124,-388.7,-278.8,-59.1,101,6.06,20.0,4.08
1125,-391.2,-304.8,-24.6,88,5.28,20.0,4.69
1126,-406.0,-579.2,-141.3,83,4.98,20.0,4.11
1127,-389.7,-656.0,-52.7,87,5.22,20.1,9.38
1128,-380.4,-341.2,-32.4,68,4.08,19.9,9.53
1129,-393.1,-254.7,-19.6,92,5.52,20.0,4.68
1130,-404.6,-251.9,-61.3,79,4.74,19.9,9.39
1131,-391.2,-273.6,-138.5,79,4.74,19.9,8.97
1132,-384.6,-358.2,-103.6,93,5.58,20.0,7.16
1133,-391.7,-528.2,-26.9,79,4.74,19.9,6.85
1134,-391.0,-267.3,-61.0,89,5.34,20.0,4.62
1135,-401.1,-667.4,-74.0,78,4.68,19.9,6.71
1136,-381.1,-475.4,-19.0,90,5.40,20.0,5.14
1137,-406.0,-489.8,-150.6,69,4.14,19.8,7.89
1138,-386.7,-497.8,-69.9,90,5.40,19.9,9.34
1139,-387.9,-322.0,-11.9,81,4.86,19.9,5.06
1140,-384.1,-328.1,-27.7,85,5.10,19.9,5.83
1141,-394.6,-295.6,-51.6,83,4.98,19.9,3.77
1142,-379.8,-292.8,-48.6,74,4.44,19.8,4.92
1143,-389.5,-336.0,-23.1,72,4.32,19.7,4.95
1144,-406.2,-299.9,-134.6,78,4.68,19.6,8.42
1145,-389.4,-212.8,-21.6,88,5.28,19.7,8.59
1146,-403.1,-344.6,-45.7,80,4.80,19.6,9.39
1147,-419.8,-290.8,-60.7,98,5.88,19.8,8.45
1148,-368.8,-322.0,-27.7,90,5.40,19.9,4.25
1149,-387.1,-504.6,-54.9,86,5.16,19.9,5.08
1150,-376.5,-277.6,-26.3,69,4.14,19.7,3.80
1151,-404.6,-523.7,-32.7,85,5.10,19.7,3.80
1152,-403.2,-373.3,-19.1,82,4.92,19.7,6.45
1153,-388.8,-905.6,-71.1,105,6.29,20.0,7.60
1154,-383.0,-350.6,-145.1,91,5.46,20.1,6.48
1155,-406.9,-580.2,-24.3,84,5.04,20.1,9.13
1156,-386.8,-264.8,-39.9,70,4.20,19.9,5.89
1157,-391.5,-706.4,-20.8,99,5.94,20.1,5.66
1158,-404.7,-342.5,-28.2,75,4.50,20.0,9.37
1159,-387.2,-348.5,-36.2,66,3.96,19.8,6.00
1160,-393.9,-490.1,-135.9,83,4.98,19.8,3.87
1161,-391.0,-284.3,-118.6,88,5.28,19.8,9.07
1162,-387.7,-331.4,-75.3,75,4.50,19.7,5.66
1163,-400.9,-655.7,-26.8,76,4.56,19.7,8.83
1164,-388.8,-536.4,-52.3,82,4.92,19.6,8.28
1165,-382.6,-214.3,-91.2,109,6.53,19.9,4.30
1166,-390.7,-322.7,-67.8,84,5.04,20.0,4.50
1167,-390.0,-603.1,-92.8,90,5.40,20.0,8.72
1168,-400.8,-342.1,-36.6,78,4.68,20.0,6.95
1169,-380.0,-681.7,-60.8,69,4.14,19.8,5.85
1170,-405.0,-137.1,-65.6,100,6.00,20.0,6.44
1171,-392.6,-215.0,-108.0,75,4.50,19.9,5.19
1172,-412.1,-538.4,-20.6,89,5.34,20.0,8.45
1173,-381.2,-282.3,-57.0,88,5.28,20.0,9.45
1174,-381.7,-469.5,-154.1,96,5.76,20.2,5.33
1175,-378.0,-328.9,-40.6,76,4.56,20.1,4.78
1176,-415.5,-137.2,-24.1,81,4.86,20.0,10.12
1177,-386.6,-337.6,-43.0,95,5.70,20.2,3.94
1178,-389.8,-274.6,-63.3,71,4.26,20.0,7.25
1179,-373.9,-207.6,-37.0,76,4.56,19.9,5.07
1180,-391.0,-487.8,-51.3,83,4.98,19.9,9.19
1181,-383.2,-219.0,-25.6,83,4.98,19.9,8.25
1182,-382.3,-225.1,-69.9,102,6.12,20.2,4.70
1183,-396.0,-239.2,-23.2,73,4.38,20.0,7.53
1184,-392.5,-329.3,-16.8,82,4.92,20.0,5.18
1185,-388.3,-195.4,-65.8,94,5.64,20.1,9.07
1186,-377.1,-251.9,-50.5,93,5.58,20.3,4.53
1187,-397.6,-218.6,-22.7,87,5.22,20.3,9.37
1188,-384.2,-373.0,-53.7,88,5.28,20.4,6.39
1189,-386.8,-251.0,-21.7,68,4.08,20.2,9.55
1190,-398.1,-554.2,-47.8,60,3.60,19.9,4.84
1191,-381.7,-242.8,-31.0,90,5.40,20.0,4.82
1192,-376.0,-461.1,-36.6,75,4.50,19.9,9.18
1193,-392.4,-170.4,-19.5,86,5.16,19.9,4.67
1194,-383.9,-366.8,-46.6,80,4.80,19.9,8.19
1195,-376.5,-603.9,-24.9,81,4.86,19.8,4.15
1196,-385.3,-402.5,-45.3,71,4.26,19.7,6.31
1197,-388.9,-487.0,-30.3,81,4.86,19.7,9.17
1198,-382.1,-650.0,-58.4,85,5.10,19.7,6.41
1199,-383.3,-513.9,-112.7,80,4.80,19.6,5.82
1200,-380.3,-253.9,-84.5,85,5.10,19.6,5.07
1201,-403.2,-221.4,-22.3,90,5.40,19.7,7.28
1202,-397.9,-365.7,-38.1,84,5.04,19.7,7.76
1203,-389.4,-491.2,-54.1,74,4.44,19.6,4.49
1204,-399.6,-191.8,-23.6,68,4.08,19.4,5.89
1205,-375.3,-308.1,-51.7,100,6.00,19.6,8.59
1206,-404.1,-285.3,-149.0,99,5.94,19.8,4.05
1207,-383.8,-293.9,-33.8,85,5.10,19.8,7.45
1208,-374.6,-290.4,-25.4,72,4.32,19.7,8.25
1209,-392.6,-275.7,-28.8,93,5.58,19.8,4.73
1210,-387.1,-341.9,-25.6,79,4.74,19.8,6.54
1211,-394.6,-233.1,-66.9,94,5.64,19.9,5.71
1212,-374.1,-376.5,-38.9,75,4.50,19.8,7.49
1213,-386.1,-160.1,-57.0,71,4.26,19.6,8.57
1214,-388.9,-262.9,-62.8,83,4.98,19.6,7.51
1215,-386.1,-656.5,-65.7,103,6.18,19.9,5.51
1216,-393.0,-199.7,-51.1,94,5.64,20.0,5.37
1217,-383.6,-227.6,-33.5,73,4.38,19.9,4.91
1218,-398.9,-403.6,-132.2,82,4.92,19.9,5.07
1219,-393.4,-306.1,-38.9,82,4.92,19.8,7.44
1220,-371.8,-339.6,-71.5,67,4.02,19.6,6.17
1221,-411.5,-275.0,-143.6,94,5.64,19.8,4.47
1222,-386.1,-698.9,-39.2,77,4.62,19.7,9.34
1223,-393.5,-183.1,-12.3,87,5.22,19.7,7.07
1224,-392.6,-197.1,-58.7,93,5.58,19.8,4.59
1225,-385.5,-204.0,-24.8,86,5.16,19.9,5.80
1226,-394.8,-362.0,-29.4,78,4.68,19.8,4.23
1227,-369.5,-316.2,-65.4,104,6.24,20.1,8.50
1228,-387.3,-912.5,-33.0,73,4.38,19.9,10.42
1229,-388.1,-352.4,-10.8,100,6.00,20.1,4.34
1230,-370.6,-235.7,-48.5,90,5.40,20.2,9.06
1231,-379.8,-233.4,-62.6,78,4.68,20.1,4.02
1232,-376.5,-465.2,-25.6,60,3.60,19.9,7.53
1233,-387.7,-227.0,-33.6,70,4.20,19.7,9.03
1234,-381.1,-458.6,-28.6,87,5.22,19.7,4.04
1235,-400.3,-254.2,-72.3,88,5.28,19.8,9.42
1236,-388.1,-219.2,-25.5,94,5.64,19.9,5.00
1237,-391.0,-216.3,-21.1,74,4.44,19.8,4.78
1238,-394.7,-472.5,-13.9,75,4.50,19.7,4.78
1239,-399.4,-693.5,-109.7,94,5.64,19.8,8.02
1240,-379.9,-713.1,-84.0,83,4.98,19.8,8.83
1241,-381.3,-225.3,-87.1,70,4.20,19.7,3.73
1242,-387.8,-259.9,-14.3,84,5.04,19.7,4.25
1243,-376.0,-362.9,-27.5,78,4.68,19.6,3.96
1244,-366.4,-337.7,-14.2,86,5.16,19.6,4.60
1245,-373.2,-500.7,-30.4,97,5.82,19.8,4.23
1246,-396.9,-240.5,-158.9,80,4.80,19.8,6.06
1247,-364.4,-241.2,-39.8,78,4.68,19.7,4.11
1248,-364.2,-222.7,-30.3,74,4.44,19.6,4.43
1249,-363.2,-428.0,-34.1,91,5.46,19.7,4.82
1250,-388.6,-394.6,-9.9,99,5.94,19.9,6.08
1251,-370.3,-259.4,-21.0,66,3.96,19.7,5.42
1252,-372.4,-568.2,-22.8,80,4.80,19.6,3.81
1253,-378.3,-356.5,-54.8,80,4.80,19.6,3.68
1254,-391.9,-537.6,-30.2,82,4.92,19.6,3.90
1255,-391.2,-1812.7,-78.2,105,6.29,19.8,4.10
1256,-372.5,-279.3,-55.5,77,4.62,19.7,5.31
1257,-370.0,-286.6,-122.9,81,4.86,19.7,4.03
1258,-385.2,-181.5,-42.7,71,4.26,19.6,4.32
1259,-360.4,-362.1,-34.5,80,4.80,19.5,5.00
1260,-381.4,-218.1,-23.0,100,6.00,19.7,4.52
1261,-386.3,-224.3,-68.7,94,5.64,19.8,6.48
1262,-373.3,-382.0,-77.8,87,5.22,19.9,4.71
1263,-373.8,-510.3,-35.6,67,4.02,19.7,3.53
1264,-374.1,-575.8,-43.5,85,5.10,19.7,3.86
1265,-388.0,-207.5,-50.2,75,4.50,19.6,5.13
1266,-376.6,-697.6,-61.0,73,4.38,19.5,4.10
1267,-389.3,-319.7,-57.5,90,5.40,19.6,5.28
1268,-389.3,-499.3,-25.8,87,5.22,19.6,4.77
1269,-370.6,-505.4,-25.7,83,4.98,19.6,4.30
1270,-380.5,-459.2,-34.9,79,4.74,19.6,3.92
1271,-400.6,-927.8,-44.1,65,3.90,19.3,5.07
1272,-387.4,-453.0,-21.0,83,4.98,19.3,4.77
1273,-371.4,-226.7,-90.5,72,4.32,19.2,7.12
1274,-365.6,-230.7,-49.7,85,5.10,19.2,3.65
1275,-377.7,-204.6,-23.4,93,5.58,19.3,4.09
1276,-382.5,-238.3,-26.4,87,5.22,19.4,7.07
1277,-402.7,-724.2,-7.5,97,5.82,19.5,4.06
1278,-374.5,-360.7,-22.8,76,4.56,19.4,3.82
1279,-382.0,-473.5,-53.5,70,4.20,19.3,3.77
1280,-393.1,-179.4,-26.7,97,5.82,19.4,4.70
1281,-373.9,-273.8,-20.2,84,5.04,19.4,4.10
1282,-399.8,-293.8,-15.5,82,4.92,19.4,3.69
1283,-397.2,-483.2,-21.7,88,5.28,19.5,5.04
1284,-376.5,-250.0,-30.6,87,5.22,19.5,8.49
1285,-385.3,-312.2,-118.0,75,4.50,19.4,7.38
1286,-400.4,-371.1,-63.0,93,5.58,19.5,8.53
1287,-374.2,-295.6,-62.2,84,5.04,19.5,4.08
1288,-391.4,-283.9,-122.2,81,4.86,19.5,4.23
1289,-391.9,-257.1,-28.0,84,5.04,19.5,4.70
1290,-374.5,-396.5,-59.1,88,5.28,19.6,4.69
1291,-362.2,-202.6,-27.9,76,4.56,19.5,4.08
1292,-359.0,-215.7,-31.3,78,4.68,19.4,4.07
1293,-364.2,-616.9,-132.7,91,5.46,19.5,3.58
1294,-374.5,-238.8,-72.8,86,5.16,19.6,3.82
1295,-380.1,-250.3,-67.9,87,5.22,19.6,3.94
1296,-369.0,-261.3,-37.4,84,5.04,19.6,4.24
1297,-374.8,-212.7,-22.9,87,5.22,19.6,4.48
1298,-391.8,-543.0,-35.9,81,4.86,19.6,3.89
1299,-376.2,-355.4,-15.2,105,6.29,19.9,3.64
1300,-396.9,-229.7,-57.1,86,5.16,19.9,6.63
1301,-378.6,-190.7,-52.1,73,4.38,19.8,8.79
1302,-380.3,-419.7,-68.0,78,4.68,19.7,3.60
1303,-377.3,-292.0,-15.3,84,5.04,19.7,3.96
1304,-383.5,-316.2,-18.4,92,5.52,19.8,5.88
1305,-376.2,-220.2,-42.3,77,4.62,19.7,4.05
1306,-376.9,-845.7,-15.1,86,5.16,19.8,3.78
1307,-388.2,-252.9,-30.9,95,5.70,19.9,3.68
1308,-392.1,-253.8,-143.3,76,4.56,19.8,3.80
1309,-361.0,-476.8,-33.9,88,5.28,19.9,3.62
1310,-380.8,-265.8,-15.9,96,5.76,20.0,4.19
1311,-379.3,-192.6,-12.4,80,4.80,20.0,5.10
1312,-358.4,-236.0,-19.5,67,4.02,19.8,3.63
1313,-382.6,-501.5,-63.8,64,3.84,19.6,9.18
1314,-398.7,-693.6,-54.2,78,4.68,19.5,5.97
1315,-393.5,-247.5,-11.8,88,5.28,19.6,5.53
1316,-382.0,-211.7,-16.8,78,4.68,19.5,4.47
1317,-392.1,-473.1,-50.9,96,5.76,19.6,5.87
1318,-366.2,-218.0,-13.4,86,5.16,19.7,8.31
1319,-384.1,-300.1,-33.5,79,4.74,19.6,4.21
1320,-377.1,-205.7,-6.8,95,5.70,19.8,4.43
1321,-380.4,-331.0,-17.5,67,4.02,19.6,5.52
1322,-387.0,-620.7,-149.9,75,4.50,19.5,4.29
1323,-379.4,-482.0,-59.6,99,5.94,19.6,6.04
1324,-385.0,-715.9,-41.6,88,5.28,19.7,4.23
1325,-371.5,-218.3,-55.8,95,5.70,19.8,4.09
1326,-368.7,-276.6,-79.4,65,3.90,19.6,8.93
1327,-381.9,-466.4,-153.4,88,5.28,19.7,6.25
1328,-381.8,-570.4,-16.4,80,4.80,19.6,4.99
